event_id,payment_id,amount_inr,currency,method,failure_reason,failure_type,successful_payments,split,p_retry,p_link,p_human
evt_syn_01673,pay_syn_01673,3958,INR,upi,authentication failed,authentication_failed,0,holdout,0.22,0.6,0.42
evt_syn_01674,pay_syn_01674,14476,INR,card,bank decline,bank_decline,0,holdout,0.12,0.52,0.4
evt_syn_01675,pay_syn_01675,7721,INR,card,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_01676,pay_syn_01676,43901,INR,card,network error,network_error,8,holdout,0.56,0.48,0.35
evt_syn_01677,pay_syn_01677,23226,INR,card,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_01678,pay_syn_01678,2680,INR,netbanking,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_01679,pay_syn_01679,4794,INR,upi,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_01680,pay_syn_01680,645,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_01681,pay_syn_01681,28251,INR,card,authentication failed,authentication_failed,8,train,0.2,0.58,0.42
evt_syn_01682,pay_syn_01682,28397,INR,netbanking,insufficient funds,insufficient_funds,2,holdout,0.64,0.47,0.5
evt_syn_01683,pay_syn_01683,3380,INR,card,insufficient funds,insufficient_funds,5,holdout,0.78,0.61,0.5
evt_syn_01684,pay_syn_01684,14037,INR,card,card expired,card_expired,1,holdout,0.08,0.68,0.45
evt_syn_01685,pay_syn_01685,4251,INR,upi,network error,network_error,5,holdout,0.64,0.56,0.35
evt_syn_01686,pay_syn_01686,11484,INR,card,authentication failed,authentication_failed,0,holdout,0.22,0.6,0.42
evt_syn_01687,pay_syn_01687,3697,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_01688,pay_syn_01688,15535,INR,card,insufficient funds,insufficient_funds,0,holdout,0.72,0.55,0.5
evt_syn_01689,pay_syn_01689,4036,INR,card,bank decline,bank_decline,2,train,0.12,0.52,0.4
evt_syn_01690,pay_syn_01690,3276,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,8,train,0.11,0.68,0.4
evt_syn_01691,pay_syn_01691,790,INR,upi,card expired,card_expired,1,holdout,0.08,0.68,0.45
evt_syn_01692,pay_syn_01692,23475,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_01693,pay_syn_01693,3586,INR,upi,bank decline,bank_decline,2,holdout,0.12,0.52,0.4
evt_syn_01694,pay_syn_01694,3264,INR,card,authentication failed,authentication_failed,0,train,0.22,0.6,0.42
evt_syn_01695,pay_syn_01695,3575,INR,card,insufficient funds,insufficient_funds,3,train,0.78,0.61,0.5
evt_syn_01696,pay_syn_01696,27581,INR,card,authentication failed,authentication_failed,2,holdout,0.14,0.52,0.42
evt_syn_01697,pay_syn_01697,3586,INR,card,insufficient funds,insufficient_funds,3,train,0.78,0.61,0.5
evt_syn_01698,pay_syn_01698,3193,INR,upi,bank decline,bank_decline,5,holdout,0.18,0.58,0.4
evt_syn_01699,pay_syn_01699,4829,INR,card,authentication failed,authentication_failed,0,train,0.22,0.6,0.42
evt_syn_01700,pay_syn_01700,669,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,8,train,0.11,0.68,0.4
evt_syn_01701,pay_syn_01701,16520,INR,card,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_01702,pay_syn_01702,221,INR,upi,card expired,card_expired,1,holdout,0.08,0.68,0.45
evt_syn_01703,pay_syn_01703,11148,INR,upi,insufficient funds,insufficient_funds,5,holdout,0.78,0.61,0.5
evt_syn_01704,pay_syn_01704,381,INR,netbanking,insufficient funds,insufficient_funds,3,holdout,0.78,0.61,0.5
evt_syn_01705,pay_syn_01705,2420,INR,netbanking,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_01706,pay_syn_01706,2042,INR,card,insufficient funds,insufficient_funds,8,train,0.78,0.61,0.5
evt_syn_01707,pay_syn_01707,4116,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_01708,pay_syn_01708,1900,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_01709,pay_syn_01709,36421,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,3,train,0.03,0.6,0.4
evt_syn_01710,pay_syn_01710,4876,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_01711,pay_syn_01711,19605,INR,card,insufficient funds,insufficient_funds,8,train,0.78,0.61,0.5
evt_syn_01712,pay_syn_01712,4252,INR,upi,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_01713,pay_syn_01713,2112,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,5,train,0.11,0.68,0.4
evt_syn_01714,pay_syn_01714,560,INR,card,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_01715,pay_syn_01715,33292,INR,card,bank decline,bank_decline,2,train,0.04,0.44,0.4
evt_syn_01716,pay_syn_01716,42383,INR,card,bank decline,bank_decline,1,train,0.04,0.44,0.4
evt_syn_01717,pay_syn_01717,1761,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_01718,pay_syn_01718,520,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_01719,pay_syn_01719,780,INR,card,authentication failed,authentication_failed,3,train,0.28,0.66,0.42
evt_syn_01720,pay_syn_01720,13638,INR,netbanking,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_01721,pay_syn_01721,16225,INR,upi,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_01722,pay_syn_01722,8246,INR,upi,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_01723,pay_syn_01723,1508,INR,netbanking,network error,network_error,2,train,0.58,0.5,0.35
evt_syn_01724,pay_syn_01724,2167,INR,netbanking,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_01725,pay_syn_01725,4447,INR,card,network error,network_error,8,holdout,0.64,0.56,0.35
evt_syn_01726,pay_syn_01726,859,INR,upi,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_01727,pay_syn_01727,9500,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_01728,pay_syn_01728,3508,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_01729,pay_syn_01729,16989,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,5,train,0.11,0.68,0.4
evt_syn_01730,pay_syn_01730,17273,INR,card,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_01731,pay_syn_01731,289,INR,card,authentication failed,authentication_failed,0,holdout,0.22,0.6,0.42
evt_syn_01732,pay_syn_01732,903,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,5,holdout,0.11,0.68,0.4
evt_syn_01733,pay_syn_01733,510,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_01734,pay_syn_01734,3861,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_01735,pay_syn_01735,1606,INR,upi,insufficient funds,insufficient_funds,3,train,0.78,0.61,0.5
evt_syn_01736,pay_syn_01736,1985,INR,upi,authentication failed,authentication_failed,2,holdout,0.22,0.6,0.42
evt_syn_01737,pay_syn_01737,8700,INR,card,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_01738,pay_syn_01738,18971,INR,card,card expired,card_expired,3,train,0.14,0.74,0.45
evt_syn_01739,pay_syn_01739,1870,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_01740,pay_syn_01740,2394,INR,netbanking,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_01741,pay_syn_01741,4868,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_01742,pay_syn_01742,332,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_01743,pay_syn_01743,8326,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,3,train,0.11,0.68,0.4
evt_syn_01744,pay_syn_01744,14457,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_01745,pay_syn_01745,215,INR,card,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_01746,pay_syn_01746,2441,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_01747,pay_syn_01747,713,INR,card,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_01748,pay_syn_01748,863,INR,upi,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_01749,pay_syn_01749,481,INR,upi,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_01750,pay_syn_01750,453,INR,card,insufficient funds,insufficient_funds,8,train,0.78,0.61,0.5
evt_syn_01751,pay_syn_01751,1977,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_01752,pay_syn_01752,11628,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_01753,pay_syn_01753,13112,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_01754,pay_syn_01754,4005,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_01755,pay_syn_01755,2250,INR,card,authentication failed,authentication_failed,5,train,0.28,0.66,0.42
evt_syn_01756,pay_syn_01756,539,INR,card,authentication failed,authentication_failed,5,holdout,0.28,0.66,0.42
evt_syn_01757,pay_syn_01757,1085,INR,card,authentication failed,authentication_failed,0,holdout,0.22,0.6,0.42
evt_syn_01758,pay_syn_01758,5159,INR,upi,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_01759,pay_syn_01759,311,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_01760,pay_syn_01760,23606,INR,card,network error,network_error,2,holdout,0.58,0.5,0.35
evt_syn_01761,pay_syn_01761,10499,INR,card,insufficient funds,insufficient_funds,2,holdout,0.72,0.55,0.5
evt_syn_01762,pay_syn_01762,2492,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_01763,pay_syn_01763,3719,INR,netbanking,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_01764,pay_syn_01764,3620,INR,upi,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_01765,pay_syn_01765,708,INR,netbanking,authentication failed,authentication_failed,0,holdout,0.22,0.6,0.42
evt_syn_01766,pay_syn_01766,4048,INR,upi,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_01767,pay_syn_01767,23927,INR,upi,network error,network_error,5,holdout,0.64,0.56,0.35
evt_syn_01768,pay_syn_01768,894,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_01769,pay_syn_01769,70271,INR,netbanking,card expired,card_expired,0,train,0.0,0.6,0.45
evt_syn_01770,pay_syn_01770,12101,INR,netbanking,card expired,card_expired,3,holdout,0.14,0.74,0.45
evt_syn_01771,pay_syn_01771,4970,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_01772,pay_syn_01772,45440,INR,card,insufficient funds,insufficient_funds,2,train,0.64,0.47,0.5
evt_syn_01773,pay_syn_01773,5255,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_01774,pay_syn_01774,512,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_01775,pay_syn_01775,2434,INR,netbanking,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_01776,pay_syn_01776,287,INR,card,bank decline,bank_decline,3,holdout,0.18,0.58,0.4
evt_syn_01777,pay_syn_01777,1330,INR,card,insufficient funds,insufficient_funds,1,train,0.72,0.55,0.5
evt_syn_01778,pay_syn_01778,11328,INR,card,card expired,card_expired,1,holdout,0.08,0.68,0.45
evt_syn_01779,pay_syn_01779,1709,INR,card,network error,network_error,2,holdout,0.58,0.5,0.35
evt_syn_01780,pay_syn_01780,9096,INR,netbanking,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_01781,pay_syn_01781,4797,INR,netbanking,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_01782,pay_syn_01782,16573,INR,upi,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_01783,pay_syn_01783,10858,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.05,0.62,0.4
evt_syn_01784,pay_syn_01784,4737,INR,upi,network error,network_error,2,train,0.58,0.5,0.35
evt_syn_01785,pay_syn_01785,18975,INR,card,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_01786,pay_syn_01786,2201,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_01787,pay_syn_01787,4125,INR,upi,authentication failed,authentication_failed,5,holdout,0.28,0.66,0.42
evt_syn_01788,pay_syn_01788,3661,INR,netbanking,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_01789,pay_syn_01789,2357,INR,card,card expired,card_expired,5,holdout,0.14,0.74,0.45
evt_syn_01790,pay_syn_01790,5868,INR,netbanking,authentication failed,authentication_failed,3,train,0.28,0.66,0.42
evt_syn_01791,pay_syn_01791,1915,INR,card,bank decline,bank_decline,5,train,0.18,0.58,0.4
evt_syn_01792,pay_syn_01792,50422,INR,netbanking,card expired,card_expired,5,train,0.06,0.66,0.45
evt_syn_01793,pay_syn_01793,817,INR,netbanking,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_01794,pay_syn_01794,4410,INR,upi,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_01795,pay_syn_01795,1753,INR,netbanking,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_01796,pay_syn_01796,3695,INR,upi,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_01797,pay_syn_01797,961,INR,card,insufficient funds,insufficient_funds,3,train,0.78,0.61,0.5
evt_syn_01798,pay_syn_01798,690,INR,card,authentication failed,authentication_failed,1,holdout,0.22,0.6,0.42
evt_syn_01799,pay_syn_01799,11409,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_01800,pay_syn_01800,489,INR,netbanking,bank decline,bank_decline,2,train,0.12,0.52,0.4
evt_syn_01801,pay_syn_01801,865,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,5,train,0.11,0.68,0.4
evt_syn_01802,pay_syn_01802,1570,INR,upi,network error,network_error,2,train,0.58,0.5,0.35
evt_syn_01803,pay_syn_01803,4505,INR,card,network error,network_error,5,train,0.64,0.56,0.35
evt_syn_01804,pay_syn_01804,1257,INR,card,authentication failed,authentication_failed,0,train,0.22,0.6,0.42
evt_syn_01805,pay_syn_01805,3929,INR,card,authentication failed,authentication_failed,5,train,0.28,0.66,0.42
evt_syn_01806,pay_syn_01806,2613,INR,upi,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_01807,pay_syn_01807,14437,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,3,holdout,0.11,0.68,0.4
evt_syn_01808,pay_syn_01808,530,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.05,0.62,0.4
evt_syn_01809,pay_syn_01809,1184,INR,card,authentication failed,authentication_failed,0,train,0.22,0.6,0.42
evt_syn_01810,pay_syn_01810,3782,INR,card,authentication failed,authentication_failed,2,holdout,0.22,0.6,0.42
evt_syn_01811,pay_syn_01811,8876,INR,card,bank decline,bank_decline,0,holdout,0.12,0.52,0.4
evt_syn_01812,pay_syn_01812,27109,INR,card,card expired,card_expired,0,train,0.0,0.6,0.45
evt_syn_01813,pay_syn_01813,980,INR,card,bank decline,bank_decline,1,holdout,0.12,0.52,0.4
evt_syn_01814,pay_syn_01814,11187,INR,netbanking,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_01815,pay_syn_01815,3780,INR,card,insufficient funds,insufficient_funds,1,holdout,0.72,0.55,0.5
evt_syn_01816,pay_syn_01816,4235,INR,netbanking,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_01817,pay_syn_01817,233,INR,card,network error,network_error,5,train,0.64,0.56,0.35
evt_syn_01818,pay_syn_01818,1294,INR,netbanking,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_01819,pay_syn_01819,2940,INR,card,bank decline,bank_decline,2,train,0.12,0.52,0.4
evt_syn_01820,pay_syn_01820,267,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,1,holdout,0.05,0.62,0.4
evt_syn_01821,pay_syn_01821,728,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_01822,pay_syn_01822,1092,INR,card,insufficient funds,insufficient_funds,0,holdout,0.72,0.55,0.5
evt_syn_01823,pay_syn_01823,6113,INR,card,card expired,card_expired,5,holdout,0.14,0.74,0.45
evt_syn_01824,pay_syn_01824,4494,INR,netbanking,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_01825,pay_syn_01825,913,INR,netbanking,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_01826,pay_syn_01826,1122,INR,upi,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_01827,pay_syn_01827,7282,INR,card,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_01828,pay_syn_01828,18860,INR,netbanking,authentication failed,authentication_failed,2,holdout,0.22,0.6,0.42
evt_syn_01829,pay_syn_01829,5579,INR,card,authentication failed,authentication_failed,1,holdout,0.22,0.6,0.42
evt_syn_01830,pay_syn_01830,6320,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,5,holdout,0.11,0.68,0.4
evt_syn_01831,pay_syn_01831,235,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_01832,pay_syn_01832,4480,INR,card,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_01833,pay_syn_01833,8214,INR,upi,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_01834,pay_syn_01834,1213,INR,upi,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_01835,pay_syn_01835,1564,INR,card,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_01836,pay_syn_01836,1793,INR,card,network error,network_error,1,train,0.58,0.5,0.35
evt_syn_01837,pay_syn_01837,621,INR,netbanking,insufficient funds,insufficient_funds,3,train,0.78,0.61,0.5
evt_syn_01838,pay_syn_01838,936,INR,card,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_01839,pay_syn_01839,243,INR,netbanking,insufficient funds,insufficient_funds,1,train,0.72,0.55,0.5
evt_syn_01840,pay_syn_01840,3482,INR,card,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_01841,pay_syn_01841,31745,INR,card,insufficient funds,insufficient_funds,2,holdout,0.64,0.47,0.5
evt_syn_01842,pay_syn_01842,2239,INR,netbanking,bank decline,bank_decline,8,train,0.18,0.58,0.4
evt_syn_01843,pay_syn_01843,2095,INR,netbanking,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_01844,pay_syn_01844,22966,INR,card,insufficient funds,insufficient_funds,1,holdout,0.72,0.55,0.5
evt_syn_01845,pay_syn_01845,2249,INR,card,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_01846,pay_syn_01846,5587,INR,upi,authentication failed,authentication_failed,8,train,0.28,0.66,0.42
evt_syn_01847,pay_syn_01847,709,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,5,train,0.11,0.68,0.4
evt_syn_01848,pay_syn_01848,16384,INR,netbanking,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_01849,pay_syn_01849,2818,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_01850,pay_syn_01850,3705,INR,netbanking,authentication failed,authentication_failed,1,holdout,0.22,0.6,0.42
evt_syn_01851,pay_syn_01851,20508,INR,card,network error,network_error,8,holdout,0.64,0.56,0.35
evt_syn_01852,pay_syn_01852,10586,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,3,train,0.11,0.68,0.4
evt_syn_01853,pay_syn_01853,5935,INR,netbanking,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_01854,pay_syn_01854,13761,INR,netbanking,authentication failed,authentication_failed,2,holdout,0.22,0.6,0.42
evt_syn_01855,pay_syn_01855,4933,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_01856,pay_syn_01856,9495,INR,card,insufficient funds,insufficient_funds,0,holdout,0.72,0.55,0.5
evt_syn_01857,pay_syn_01857,1158,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_01858,pay_syn_01858,14961,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_01859,pay_syn_01859,1732,INR,card,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_01860,pay_syn_01860,40735,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.0,0.54,0.4
evt_syn_01861,pay_syn_01861,34058,INR,netbanking,insufficient funds,insufficient_funds,5,train,0.7,0.53,0.5
evt_syn_01862,pay_syn_01862,983,INR,card,insufficient funds,insufficient_funds,3,holdout,0.78,0.61,0.5
evt_syn_01863,pay_syn_01863,7406,INR,card,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_01864,pay_syn_01864,717,INR,netbanking,authentication failed,authentication_failed,5,train,0.28,0.66,0.42
evt_syn_01865,pay_syn_01865,930,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,8,train,0.11,0.68,0.4
evt_syn_01866,pay_syn_01866,23854,INR,netbanking,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_01867,pay_syn_01867,1463,INR,card,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_01868,pay_syn_01868,21815,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,0,holdout,0.05,0.62,0.4
evt_syn_01869,pay_syn_01869,4228,INR,upi,insufficient funds,insufficient_funds,1,holdout,0.72,0.55,0.5
evt_syn_01870,pay_syn_01870,34635,INR,card,card expired,card_expired,2,train,0.0,0.6,0.45
evt_syn_01871,pay_syn_01871,804,INR,netbanking,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_01872,pay_syn_01872,13326,INR,card,card expired,card_expired,3,holdout,0.14,0.74,0.45
evt_syn_01873,pay_syn_01873,3691,INR,upi,card expired,card_expired,3,holdout,0.14,0.74,0.45
evt_syn_01874,pay_syn_01874,32359,INR,netbanking,authentication failed,authentication_failed,2,train,0.14,0.52,0.42
evt_syn_01875,pay_syn_01875,1496,INR,netbanking,authentication failed,authentication_failed,5,holdout,0.28,0.66,0.42
evt_syn_01876,pay_syn_01876,13525,INR,card,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_01877,pay_syn_01877,20385,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_01878,pay_syn_01878,47710,INR,upi,card expired,card_expired,0,train,0.0,0.6,0.45
evt_syn_01879,pay_syn_01879,4746,INR,upi,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_01880,pay_syn_01880,3332,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,5,holdout,0.11,0.68,0.4
evt_syn_01881,pay_syn_01881,24580,INR,netbanking,card expired,card_expired,3,train,0.14,0.74,0.45
evt_syn_01882,pay_syn_01882,1333,INR,netbanking,card expired,card_expired,1,holdout,0.08,0.68,0.45
evt_syn_01883,pay_syn_01883,8245,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,5,train,0.11,0.68,0.4
evt_syn_01884,pay_syn_01884,3271,INR,upi,insufficient funds,insufficient_funds,3,holdout,0.78,0.61,0.5
evt_syn_01885,pay_syn_01885,640,INR,card,insufficient funds,insufficient_funds,0,holdout,0.72,0.55,0.5
evt_syn_01886,pay_syn_01886,21358,INR,card,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_01887,pay_syn_01887,499,INR,card,authentication failed,authentication_failed,0,train,0.22,0.6,0.42
evt_syn_01888,pay_syn_01888,52964,INR,card,authentication failed,authentication_failed,0,holdout,0.14,0.52,0.42
evt_syn_01889,pay_syn_01889,12138,INR,upi,network error,network_error,1,holdout,0.58,0.5,0.35
evt_syn_01890,pay_syn_01890,14659,INR,netbanking,authentication failed,authentication_failed,5,train,0.28,0.66,0.42
evt_syn_01891,pay_syn_01891,2515,INR,upi,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_01892,pay_syn_01892,3408,INR,card,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_01893,pay_syn_01893,729,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,5,train,0.11,0.68,0.4
evt_syn_01894,pay_syn_01894,2573,INR,card,network error,network_error,1,holdout,0.58,0.5,0.35
evt_syn_01895,pay_syn_01895,48952,INR,netbanking,insufficient funds,insufficient_funds,0,train,0.64,0.47,0.5
evt_syn_01896,pay_syn_01896,2422,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_01897,pay_syn_01897,372,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,holdout,0.05,0.62,0.4
evt_syn_01898,pay_syn_01898,46837,INR,card,bank decline,bank_decline,1,train,0.04,0.44,0.4
evt_syn_01899,pay_syn_01899,5448,INR,card,bank decline,bank_decline,2,holdout,0.12,0.52,0.4
evt_syn_01900,pay_syn_01900,5109,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.05,0.62,0.4
evt_syn_01901,pay_syn_01901,38975,INR,netbanking,card expired,card_expired,3,train,0.06,0.66,0.45
evt_syn_01902,pay_syn_01902,16965,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_01903,pay_syn_01903,484,INR,card,insufficient funds,insufficient_funds,3,holdout,0.78,0.61,0.5
evt_syn_01904,pay_syn_01904,8644,INR,card,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_01905,pay_syn_01905,4012,INR,card,card expired,card_expired,2,holdout,0.08,0.68,0.45
evt_syn_01906,pay_syn_01906,39200,INR,netbanking,card expired,card_expired,0,train,0.0,0.6,0.45
evt_syn_01907,pay_syn_01907,5583,INR,card,bank decline,bank_decline,8,train,0.18,0.58,0.4
evt_syn_01908,pay_syn_01908,18607,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,3,train,0.11,0.68,0.4
evt_syn_01909,pay_syn_01909,707,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_01910,pay_syn_01910,3962,INR,card,insufficient funds,insufficient_funds,3,train,0.78,0.61,0.5
evt_syn_01911,pay_syn_01911,7918,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_01912,pay_syn_01912,556,INR,card,authentication failed,authentication_failed,2,holdout,0.22,0.6,0.42
evt_syn_01913,pay_syn_01913,22947,INR,upi,bank decline,bank_decline,2,train,0.12,0.52,0.4
evt_syn_01914,pay_syn_01914,1896,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_01915,pay_syn_01915,634,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,0,holdout,0.05,0.62,0.4
evt_syn_01916,pay_syn_01916,2630,INR,upi,authentication failed,authentication_failed,3,holdout,0.28,0.66,0.42
evt_syn_01917,pay_syn_01917,8847,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
